,mol_id,atom_index,shift,DFT_shift
45424,20208824,11,114.33,124.753502315625
45600,20208995,6,35.59,66.037409868895
45601,20208995,20,66.25,37.711066047155
45604,20208995,23,129.95,136.219267760045
45605,20208995,22,130.1,146.930609883895
45630,20209019,13,179.85,172.866496824905
45636,20209022,11,116.2,123.098912609225
45685,20209047,9,64.94,74.303593139245
45692,20209060,4,55.2,46.513444626565
45709,20209069,13,177.56,171.15304934215
45713,20209076,5,114.55,106.8067128571
45715,20209076,8,123.53,116.89139845897
45738,20209090,7,193.53,146.674109820765
45745,20209096,8,46.33,53.16360018192
45746,20209099,11,43.72,51.251833886225
45758,20209104,3,33.15,39.399675354995
45812,20209129,5,199.09,206.68594316666
45813,20209129,6,199.09,186.30762202453
45821,20209131,8,191.16,199.765563731685
45822,20209131,4,192.33,182.50728461594
45838,20209144,11,107.79,100.870582345605
45854,20209151,5,113.3,121.038020617445
45862,20209151,3,141.76,151.758687183715
45863,20209151,7,156.77,164.80839367359
45897,20209176,3,29.01,36.783838614725
45905,20209176,6,193.61,200.167806860075
45908,20209177,11,129.75,137.276581509345
45958,20209225,4,24.03,30.14199466654
45983,20209239,7,168.31,177.48707388526
46013,20209259,16,73.06,79.416391307935
46043,20209267,18,137.84,145.840242999105
46058,20209279,8,175.7,167.37184795937
46071,20209300,4,40.92,34.014720374785
46074,20209300,8,79.88,87.218864215475
46076,20209307,4,41.31,35.303019486135
46083,20209314,7,112.3,138.61465361712
46084,20209314,8,152.15,136.78822626481
46168,20209358,7,113.18,107.18228152527
46177,20209359,22,117.03,127.985557745615
46180,20209359,20,130.48,118.763732943905
46202,20209375,12,79.42,51.720763165165
46219,20209404,9,40.09,47.448597079785
46220,20209404,11,93.87,50.386653567785
46224,20209404,16,177.65,194.241244361485
46225,20209404,10,204.2,213.29657026466
46234,20209411,10,18.1,1.290940883532
46236,20209411,16,55.26,3.76733358598
46237,20209411,12,105.55,174.1229992065
46238,20209411,15,119.02,5.91976684238
46241,20209411,9,127.22,1.823941728888
46243,20209411,11,129.29,1.47991722706
46278,20209424,1,30.02,37.04198166997
46301,20209436,11,89.82,107.818699353345
46303,20209439,7,63.45,73.175727375595
46342,20209498,9,10.77,0.981107496975
46346,20209498,6,46.15,36.09561821173
46353,20209506,4,58.97,66.466134164315
46357,20209507,11,20.66,29.089223307205
46359,20209507,7,26.59,33.771557541765
46415,20209537,12,142.16,148.35585722036
46421,20209539,12,118.5,129.12724397235
46427,20209539,9,146.8,156.441601297845
46428,20209539,22,153.82,160.99858489869
46431,20209541,4,125.56,136.914543364475
46435,20209541,6,137.06,126.0471169897
46454,20209566,11,179.1,172.36325800474
46458,20209567,4,144.15,151.700119347145
46484,20209614,14,110.88,103.427851249305
46501,20209618,10,89.68,112.02833509176
46549,20209645,8,20.91,32.926286421895
46551,20209645,9,33.01,17.333518077785
46580,20209670,6,139.81,145.92906121991
46614,20209698,5,196.51,202.989500847695
46624,20209704,15,119.35,112.728926258915
46631,20209704,13,150.35,134.042399854265
46666,20209730,5,45.67,55.802342165205
46667,20209730,6,54.42,44.85141313235
46680,20209735,16,121.87,112.54442790906
46681,20209735,19,125.29,137.097785308595
46706,20209750,16,165.75,8.046115526266
46751,20209758,17,122.76,113.2762359264
46807,20209823,9,105.57,123.30177381213
46833,20209835,1,38.62,51.52949955366
46834,20209835,0,49.56,39.41484887041
46843,20209835,5,146.67,154.51359837419
46859,20209839,8,126.86,117.208495937165
46873,20209845,10,115.94,123.28804999564
46880,20209845,5,141.69,151.40621705175
46897,20209856,21,119.75,112.84809151055
46907,20209856,27,150.03,159.24058333564
46912,20209856,26,162.6,146.864503612915
46915,20209857,5,21.55,28.66948714512
46960,20209898,4,103.53,95.173845449925
46970,20212362,14,14.2,1.377311828185
46979,20212362,6,126.7,1.368100143486
46981,20212362,7,128.5,2.021035299527
46986,20212365,6,20,5.945212981301
46992,20212365,10,170.3,1.086186109777
47027,20212377,1,101,112.83108170983
47041,20212400,6,17.7,11.513460126885
47078,20212411,4,221.9,213.639182443935
47113,20212420,0,102.9,129.139518089915
47126,20212439,2,64.8,85.453130924825
47128,20212439,8,72,1.571851664452
47130,20212439,10,126,1.223266922674
47132,20212439,12,127.5,4.61553821668
47133,20212439,11,128.6,4.008843893732
47135,20212439,9,141,1.757453430417
47136,20212439,0,189.8,198.488862211735
47139,20212440,13,39.1,2.29528813012
47142,20212440,3,125.1,1.236035594534
47144,20212440,12,126.4,1.3759437562
47148,20212440,2,140.6,1.92682074216
47150,20212440,4,163.6,1.685584048805
47165,20212443,2,113,125.242920672705
47170,20212443,4,130.8,139.978047132785
47171,20212443,11,134.4,143.353912696135
47178,20212445,0,114.2,120.6020478274
47187,20212445,9,169.1,159.134175434545
47188,20212445,6,170.6,164.432148479255
47198,20212448,9,124.2,2.070285890987
47202,20212448,8,138.1,2.157112859635
47209,20212452,1,109.4,120.97336404539
47227,20212456,7,135.3,141.776253679355
47229,20212456,12,156.8,166.44578028608
47236,20212463,0,80,72.77764005079
47255,20212477,3,65.9,58.836465368635
47261,20212481,11,58.5,50.50156636924
47262,20212481,13,58.5,50.50330600795
47266,20212481,5,125.8,119.320030744725
47278,20212482,5,64.5,2.51417964772
47286,20212483,7,110.3,116.59334035999
47308,20212485,1,93,111.600287322505
47329,20212500,1,206.6,217.606911755065
47330,20212502,8,25.5,1.23275222177
47332,20212502,9,26.9,0.913170606073997
47333,20212502,12,26.9,1.562639979753
47336,20212502,6,69.5,1.807980889063
47338,20212502,10,71.5,1.196361506969
47340,20212502,5,74.8,1.235944389735
47342,20212502,4,164.3,1.198368012547
47344,20212504,4,33.6,39.799598965105
47345,20212504,3,65.8,72.42971230879
47365,20212527,6,60.1,4.631499056505
47367,20212527,3,176.1,169.70644310819
47379,20212532,12,24.4,6.269263632148
47387,20212532,9,40.2,150.149134790585
47390,20212532,4,46.3,205.899336529955
47392,20212532,11,80,6.717535219233
47414,20212537,1,112.1,103.183528657145
47463,20212567,11,57.9,64.07480746423
47468,20212567,8,166.8,153.835235923885
47469,20212576,12,16.5,7.316933158261
47473,20212576,4,58.2,142.589244836495
47475,20212576,5,138.6,129.370503451965
47494,20212585,7,41.7,2.452251589199
47495,20212585,6,43,2.295744154115
47501,20212585,14,59.1,1.734105001873
47535,20212589,4,123.2,129.633575483555
47599,20212607,4,36.2,44.523104649135
47601,20212607,0,125.5,132.151219283305
47604,20212614,7,95,113.12140808121
47612,20212616,6,20,2.727781286978
47613,20212616,1,52,60.5883781962
47614,20212616,0,63.4,53.96847302508
47617,20212617,0,48.5,42.21412084799
47624,20212617,7,117,3.584285554387
47625,20212617,10,139,2.488277484804
47626,20212617,8,168,3.599151936624
47669,20212637,5,75.9,3.56121074024
47671,20212637,6,83,3.453862691817
47675,20212637,20,125.8,7.00419190249
47685,20212637,4,163.9,2.028696502643
47712,20212646,2,137.5,144.037590709165
47718,20212655,13,77.4,4.039306296598
47723,20212655,11,120.3,3.877600187971
47724,20212655,9,121.8,1.494783609297
47725,20212655,10,132.4,4.026628829537
47746,20212659,5,133.2,143.63815033203
47765,20212674,4,16.2,1.126316221337
47766,20212674,8,18.7,0.835737731722997
47767,20212674,9,18.7,1.172101030435
47772,20212674,5,72.3,1.950077965905
47773,20212674,6,166.1,0.58063790892
47812,20212686,6,36.7,43.286221526325
47821,20212695,6,44.4,51.258212561495
47849,20212701,6,169.6,162.68506798144
47853,20212705,0,43.1,36.77001815164
47864,20212722,8,179.8,173.166101269405
47873,20212723,5,224.8,232.33208361586
47943,20212767,2,110,124.012996104735
47968,20212780,7,175.6,169.38364348089
48017,20212802,4,17.6,25.396550205445
48018,20212802,5,25.6,17.60074591296
48034,20212806,8,47.2,3.473106904406
48039,20212806,7,174.1,3.435256912821
48054,20212810,5,126.5,135.5668065972
48059,20212810,3,150.6,143.22488949181
48063,20212817,1,136.1,161.157761840655
48064,20212817,0,161.6,141.782439061435
48065,20212817,2,161.6,141.784178700145
48100,20212833,12,13.9,3.623321208359
48101,20212833,11,22.4,3.728206727209
48103,20212833,10,29.5,4.279083713169
48120,20212845,7,127.1,116.94242786113
48150,20212877,7,15.4,22.31845280129
48172,20212891,10,10.7,1.571942869251
48173,20212891,9,23.7,1.433037960374
48176,20212891,6,27.7,1.132974171664
48179,20212891,2,84.1,76.82442627663
48180,20212891,8,117.5,1.382692911326
48181,20212891,7,134.8,0.989144203640997
48200,20212893,4,59.9,51.071298046765
48221,20212895,1,129.1,140.49636282177
48223,20212895,2,139.5,130.478073430665
48232,20212908,7,26.7,20.58229336871
48269,20212929,6,29.5,37.269197814815
48282,20212938,7,38.9,1.803785468309
48283,20212938,8,51.4,1.314927745669
48357,20212963,0,126.1,137.29194831795
48361,20212964,7,122.3,129.77593591799
48377,20212965,5,76.1,86.08220361168
48388,20212968,4,105.7,116.53052007324
48402,20212970,14,133.5,140.12427343102
48409,20212978,3,69.3,58.89107069481
48411,20212978,1,131,137.42416085991
48413,20212987,7,37.2,43.52561514214
48431,20212994,7,34.7,7.251995341373
48432,20212994,8,77.4,7.229832575216
48434,20212994,6,42.6,7.183956561319
48435,20212994,10,70.6,41.28554036323
48436,20212994,9,93,34.81737034626
48438,20213000,7,19.7,13.016701265515
48456,20213009,8,25.8,19.350919101815
48460,20213009,0,126.2,132.85606290064
48485,20213031,11,130.9,124.67260911561
48487,20213031,6,134.2,140.846126849075
48499,20213034,1,125.6,135.694090162815
48506,20213041,0,113.9,122.97530161422
48507,20213041,4,121.7,114.276044951675
48508,20213041,2,166.3,172.50822789724
48510,20213047,13,21.1,2.320734269041
48517,20213047,1,114.8,108.31034058211
48519,20213047,12,115.2,2.035445657769
48560,20213072,6,80.1,29.661371149605
48584,20213086,4,44,36.34728594511
48596,20213087,1,112.1,123.05938415187
48605,20213088,1,106.2,123.13399532321
48606,20213088,8,110.2,119.176220611365
48615,20213088,12,170.1,163.824627983085
48619,20213090,7,206.5,212.648361551995
48624,20213092,8,122.4,136.238790372235
48627,20213092,7,129.8,122.3204242865
48629,20213092,4,131.8,122.32718954815
48631,20213092,3,135.4,142.6625996021
48679,20213104,0,110,116.65770699226
48694,20213115,9,134.1,127.02015490816
48695,20213115,12,134.3,7.237037754337
48698,20213141,10,25.5,1.284100523607
48700,20213141,9,26.4,1.53473131125899
48701,20213141,12,26.4,1.546223115933
48708,20213141,8,108.9,1.55926540219
48710,20213141,1,133.7,140.982591841215
48750,20213167,5,89.3,111.485084581265
48774,20213178,2,113,125.596067330835
48791,20213180,3,133.5,139.638237704765
48800,20213181,4,175.6,168.773900113035
48811,20213186,6,37.8,43.964680623225
48816,20213186,2,130.6,137.964318679365
48818,20213186,0,132.6,140.382029899885
48857,20213199,5,143.3,135.442229136245
48858,20213199,20,143.3,135.09111205661
48859,20213203,7,14.4,1.753622828859
48863,20213203,6,50.5,0.968896738262998
48866,20213203,5,178.9,1.184231268702
48889,20213210,7,131.8,139.128330269545
48891,20213210,13,143.7,152.067183114955
48899,20213226,0,111.3,117.565121872715
48900,20213226,7,111.3,117.577299343685
48921,20213245,6,60.4,1.35952689238
48923,20213245,7,68.7,1.179579823953
48943,20213262,7,44.9,139.399327321925
48944,20213262,5,117.9,46.09042248025
48973,20213287,3,64.4,74.96668542754
48998,20213290,2,141.1,148.87349638318
49018,20213300,4,170,189.995946029515
49024,20213302,1,125.6,136.299871020275
49029,20213307,19,14,1.428933744419
49036,20213307,18,61,1.348399906902
49039,20213307,1,114.1,107.37731435398
49047,20213307,10,201.4,209.415339656055
49048,20213311,8,14.1,2.468850862617
49052,20213311,5,40.7,1.770130897478
49056,20213311,6,173.2,1.562731184552
49101,20213335,3,171.2,164.7695417424
49118,20213353,13,25.3,2.533971089103
49124,20213353,6,76.9,7.298692198461
49127,20213357,18,14.3,36.409816292075
49128,20213357,12,21.9,2.292916805346
49129,20213357,11,28.8,22.418675320305
49131,20213357,14,45.5,1.780345834966
49133,20213357,15,55.4,2.1694255075
49135,20213357,17,61.1,1.826313053662
49140,20213357,16,173.9,1.801049324339
49141,20213362,8,23,14.67757300059
49166,20213374,1,45,35.714927274025
49199,20213377,6,176.3,168.86117198832
49200,20213382,7,24,30.218248829995
49202,20213382,6,30.6,21.603751231265
49225,20213396,6,59.2,129.12608421321
49231,20213396,7,140.9,127.02170125368
49237,20213399,3,110.4,123.527830197835
49239,20213399,5,136,142.95949794194
49256,20213402,12,114.8,108.609461793635
49296,20213418,2,162.1,168.56311388934
49316,20213432,3,121.8,127.908627055995
49326,20213441,6,37.5,45.14831147219
49327,20213441,7,46.3,40.121045540075
49328,20213441,8,46.3,38.713484530495
49331,20213441,0,109.6,117.427110535055
49341,20213442,0,71.4,64.555817567545
49342,20213442,13,72.7,7.301884366426
49345,20213442,14,137.2,7.2130508922
49346,20213442,7,137.6,126.67976560057
49350,20213444,8,98.6,88.882925288185
49373,20213450,7,137.6,127.007687497405
49401,20213461,14,128.5,0.944545056929993
49402,20213461,18,128.5,4.008752688933
49403,20213461,15,128.6,0.223662325633995
49404,20213461,17,128.6,2.91548076332
49408,20213461,13,139.5,0.609641035001996
49444,20213466,12,114.7,6.923658064973
49448,20213466,10,125.6,7.189155234862
49454,20213466,11,161.1,7.108256578149
49467,20216662,3,62.5,68.902594824265
49468,20216662,4,62.5,71.649870933735
49488,20217972,7,170.4,164.001297958745
49526,20217985,12,135.9,142.013617716675
49528,20217985,17,130,120.78876904894
49546,20217990,6,63,56.793549643525
49601,20217999,0,127.3,134.676981397035
49605,20217999,4,112.5,124.37145832559
49679,20218020,9,17.6,35.23488363666
49680,20218020,10,17.6,35.223575985045
49683,20218020,13,128.6,136.34829096437
49716,20218028,2,148.2,160.09706546053
49717,20218028,3,158.5,147.665897178655
49720,20218047,0,108.3,117.370475630385
49721,20218047,1,150.2,138.37419688876
49722,20218047,2,157.4,132.098836828815
49739,20218051,14,128.3,4.080257251349
49740,20218051,11,128.7,3.345237776208
49741,20218051,13,128.7,2.849448488844
49742,20218051,12,127.6,3.257316349972
49759,20218054,11,114,107.65005104507
49786,20218062,2,135.6,145.97487170594
49789,20218062,5,65,72.83272860994
49790,20218062,6,65,75.634030166015
49793,20218062,10,107.4,89.640248006605
49840,20218080,10,136.8,1.90310749442
49842,20218080,8,93.3,2.031615056211
49843,20218080,9,123.3,2.037816982543
49844,20218080,11,130.6,6.07846319264
49845,20218080,12,133,6.337302412202
49846,20218080,13,18.5,6.416468177734
49849,20218083,1,112.5,125.469073705005
49850,20218083,17,112.5,125.452063904285
49907,20218095,14,127.8,134.17451574963
49936,20218101,4,140.5,151.751535335685
49958,20218105,0,102.2,115.079371449315
50046,20218125,6,55.4,6.909156501932
50047,20218125,7,69.1,6.707502691343
50050,20218125,10,26.1,3.918186323526
50051,20218125,11,84.7,3.543517009234
50052,20218125,12,73.5,3.544337852425
50092,20218152,0,139.5,146.58335866806
50102,20218152,10,18.2,25.96744164211
50103,20218152,11,26,18.809891463005
50104,20218159,0,83.8,72.81107977266
50110,20218159,8,109.4,3.499738705714
50111,20218159,6,150.5,1.99431229342
50112,20218159,7,163.8,3.296352003944
50114,20218159,10,12.3,3.810838275103
50117,20218160,2,40.8,31.34621124024
50133,20218161,3,136.9,146.326375371955
50140,20218161,11,20.9,2.335235832082
50141,20218161,12,169.4,2.846985959271
50145,20218165,2,164.9,155.36563475571
50160,20218166,5,130.1,136.31117867189
50162,20218166,7,36.7,29.48015878398
50167,20218166,12,42.5,31.92396458515
50180,20218168,6,38,1.633597313375
50181,20218168,7,23.7,0.782291719508997
50182,20218168,8,21.9,1.227918367423
50184,20218168,10,59.6,1.638522372521
50202,20218177,6,66.9,3.596598202252
50220,20218182,3,42.1,167.46346893143
50223,20218182,6,40.9,149.974011160445
50225,20218182,8,142.4,5.210649530155
50226,20218182,9,131.8,4.789921792368
50230,20218182,13,120.8,1.501623969222
50231,20218182,14,152.4,2.465932309049
50257,20218187,8,131.7,138.588848976255
50267,20218189,8,142.4,148.517353680605
50269,20218189,10,31.5,40.46114490788
50270,20218189,12,31.5,40.46810346272
50275,20218192,1,146.9,154.09705154974
50312,20218200,1,96.6,103.12099831018
50315,20218200,8,66.3,1.27470642931
50316,20218200,9,55.6,1.7681243919
50317,20218200,10,56.2,1.535278540053
50329,20218204,3,132.1,138.420490607765
50356,20218216,8,55.1,7.289845332958
50357,20218216,9,168.6,6.9211955354
50364,20218218,7,164.6,156.176789627545
50393,20218222,9,98.9,107.162082386915
50413,20218233,1,134.5,142.332744773365
50440,20218247,0,121.3,129.14889280963
50446,20218247,6,21.2,12.75894479665
50471,20218252,12,11.5,0.993704443590996
50472,20218252,13,166.1,1.01750889613
50473,20218252,14,34.5,1.240139810489
50474,20218252,15,60.7,1.378041466577
50480,20218253,5,203,212.6018745398
50543,20218733,4,104.08,95.47528617973
50557,20218735,1,109.41,123.08257933467
50558,20218735,8,109.41,123.068178992015
50565,20218735,10,123.88,130.43429252313
50566,20218735,11,123.88,130.42830043424
50571,20218739,0,88.08,79.6760807087
50596,20218747,5,177.39,67.03741218736
50598,20218747,7,27.08,1.079436954651
50599,20218747,8,27.08,1.372933997833
50600,20218747,9,27.08,1.378041466577
50601,20218747,10,177.13,4.073599301022
50603,20218747,12,27.03,5.515911992408
50604,20218747,13,27.03,2.225425254086
50605,20218747,14,27.03,2.013647710808
50623,20218754,2,56.3,65.56451807956
50656,20218765,3,75.3,1.39144857203
50657,20218765,4,76.61,1.698535130263
50658,20218765,5,62.69,1.101964540004
50659,20218765,7,138.31,72.878249156185
50660,20218765,9,138.57,62.610128317005
50661,20218765,11,138.39,70.758789327835
50686,20218775,10,115.51,109.38852999593
50701,20218778,7,79.94,89.973485466165
50708,20218786,0,134.08,143.3139976524
50744,20218794,14,22.15,0.975463483790996
50749,20218794,13,32.45,0.975098664594999
50750,20218794,15,14.37,1.204205119683
50774,20218797,6,41.4,34.54888610535
50778,20218797,10,19.92,12.42493416433
50782,20218799,0,129.29,136.57521716943
50789,20218799,7,39.69,156.942037366755
50791,20218799,9,206.04,5.589058241206
50792,20218799,10,176.51,5.062350526981
50795,20218799,13,21.91,1.446536270626
50796,20218799,14,24.06,3.911619577998
50797,20218799,15,21.72,4.581154007457
50801,20218799,19,63.39,47.638217699175
50804,20218800,2,41.9,48.12792599604
50812,20218805,6,126.9,135.579274007955
50819,20218806,3,73.69,81.618967207985
50827,20218806,11,196.68,187.23562262972
50836,20218808,8,66.6,0.865288086598998
50837,20218808,9,30.4,0.719998841791995
50838,20218808,10,19.57,1.162159707344
50839,20218808,11,13.91,1.236582823328
50840,20218808,12,14.34,1.432125912384
50842,20218809,1,103.49,97.231644750665
50859,20218812,10,177.58,7.611068635036
50860,20218812,11,38.82,6.224664485437
50865,20218812,16,121.58,5.622530402439
50866,20218812,17,160.84,5.494570069442
50867,20218812,18,110.36,6.396038302758
50868,20218812,19,159.81,4.233572518468
50869,20218812,20,102.09,4.522235707303
50872,20218812,23,69.32,10.008113162354
50874,20218812,25,118.3,11.610125456789
50889,20219467,5,22.6,15.392854450185
50912,20220596,11,65,58.785629259665
50917,20220596,0,114.7,128.061908555665
50920,20220596,3,113.4,126.180392644205
50953,20220601,8,27.5,1.187332231868
50954,20220601,9,27.5,1.311644372905
50962,20220964,6,138.9,1.765023428734
50968,20220964,5,27.7,1.00474022427
50969,20220964,4,38.1,1.315292564865
51024,20221359,5,38,31.21438528466
51066,20221372,8,134.3,144.40784381461
51122,20221402,5,134.7,127.840007973545
51129,20221402,12,31.6,23.913604851765
51138,20221409,5,192.1,200.152923284445
51149,20221420,6,42.2,53.54361459346
51163,20221429,2,166.1,159.961856874125
51165,20221429,4,85.8,76.68216248879
51166,20221429,5,78.2,92.129477707425
51196,20221436,5,74.8,7.035292738949
51211,20221447,0,109.1,126.76172191313
51219,20221447,8,117.7,124.27945076715
51243,20221477,5,137.4,128.772647615295
51248,20221477,10,22.2,33.38332816965
51251,20221477,13,31.4,23.382821752025
51258,20221478,11,146.8,155.65499466114
51259,20221478,9,23.9,11.756816253095
51260,20221478,10,23.9,30.13832209593
51281,20221481,0,78.9,72.94986428308
51282,20221481,1,76.2,69.145950950475
51305,20221492,3,175.2,168.736981113745
51320,20221497,1,126.6,135.179157104655
51330,20221500,0,169.1,162.949009832385
51332,20221500,2,159.9,169.076403955385
51364,20221508,6,78.5,7.634781882776
51368,20221508,10,16.1,5.748210615461
51377,20221510,8,123.6,115.91391479714
51394,20221511,9,27.5,1.175475607998
51395,20221511,10,27.5,1.186876207873
51442,20221528,4,28.9,35.78480276221
51462,20221532,7,63.5,4.731824335405
51477,20221537,1,147.1,140.261414949325
51478,20221537,2,142.5,152.005522587345
51517,20221551,5,129.3,140.373331706335
51518,20221551,10,129.3,140.215604463295
51588,20221590,8,56.8,9.338213913699
51607,20221597,1,120.8,128.93858981891
51647,20221614,0,180.2,174.279663336995
51656,20221614,9,106.6,1.121117547794
51691,20221625,4,130.9,124.900598433215
51697,20221625,10,58.5,36.32370417593
51698,20221625,11,27.3,2.716015867907
51699,20221625,12,24,2.135223707875
51702,20221632,2,133.2,139.504865403665
51707,20221632,7,28.9,22.93621783653
51721,20221653,0,179.7,170.246214341265
51723,20221653,2,173.4,180.219176479315
51727,20221653,6,133.2,140.18284126759
51736,20221658,7,41.9,49.71466979275
51742,20221661,5,71.1,2.570544213502
51743,20221661,6,73.6,1.737753193833
51753,20221661,19,128.8,7.317845206251
51754,20221661,16,130.1,7.37265929045
51755,20221661,18,130.1,7.158054398403
51756,20221661,17,126.7,7.237584983131
51770,20221662,13,124.5,7.307447859165
51771,20221662,14,134.7,7.295591235295
51832,20221699,1,20.3,29.489533503695
51835,20221699,4,115.8,122.441909056415
51850,20221704,4,190.3,198.01616371559
51858,20221704,12,148.7,159.732321211
51870,20221709,4,101.8,109.76951087342
51932,20221742,4,137.5,127.446269745515
51939,20222085,12,23.7,1.018147329723
51940,20222085,10,43.7,1.153495251439
51945,20222085,9,171.2,19.1772451706
51946,20222085,8,36.1,29.349975820515
51950,20222085,2,170.3,95.16679024849
51957,20222461,3,132.6,140.263734467605
52086,20224179,11,160.1,75.657032055625
52094,20224180,2,134.9,128.447335176525
52147,20224187,7,115.9,129.952509247055
52158,20224193,7,136.5,51.83161680963
52161,20224193,14,130.1,7.554612864455
52162,20224193,15,130.1,6.778186410568
52163,20224193,19,130.1,2.820536567561
52165,20224193,13,114.7,135.940345686875
52167,20224193,18,114.7,7.102966699807
52169,20224193,17,161.8,6.907606020349
52170,20224193,20,36.2,3.849691519477
52174,20224197,2,140.2,133.495380126565
52179,20224197,5,133,141.08629363765
52203,20224201,1,105.9,119.08102371529
52219,20224202,3,173.4,179.940254406145
52290,20224250,15,141.1,6.2097981032
52292,20224250,14,109.8,6.278931340842
52294,20224250,13,106,7.151852472071
52324,20224254,12,127.5,120.478050246015
52338,20224257,10,26.8,6.93122806329
52341,20224257,13,15.1,9.121328901677
52342,20224257,14,194.6,2.408473285679
52349,20224258,6,147.2,1.608151174454
52350,20224258,7,35.2,0.978655651756
52351,20224258,8,149.2,0.931776385069998
52352,20224258,9,21,1.895719905701
52353,20224258,13,21,1.572672507643
52356,20224258,12,31.3,1.060557561258
52357,20224258,14,21.4,0.738422211189995
52365,20224259,7,142.8,150.705819177785
52375,20224262,7,138.2,3.862095372141
52376,20224262,8,129.4,3.21280840806
52379,20224262,11,128.8,3.508585571217
52380,20224262,10,127.8,-1.41483188840101
52392,20224263,11,77.6,7.653296456973
52393,20224263,12,76.9,6.070345965529
52394,20224263,13,56.3,7.619641886142
52411,20224282,8,60.2,1.046968046207
52429,20224292,9,106,99.608764401285
52446,20224309,4,126.3,135.16340370967
52447,20224309,5,126.3,135.161374131175
52454,20224319,6,240.4,249.21334436451
52468,20224321,8,54.4,62.74495031703
52516,20224333,3,141.2,147.6167040618
52534,20224348,5,165.3,172.032436710055
52544,20224349,0,132.4,125.7784394556
52560,20224354,1,80,71.66233834449
52561,20224354,2,28.4,20.08707621593
52563,20224354,4,101.2,93.808422355765
52568,20224354,9,19,1.083632375405
52569,20224354,10,19.1,0.729028116892998
52575,20224355,5,132.6,138.79518945658
52598,20224369,5,133.5,140.082425455385
52610,20224373,7,129.2,138.7909370064
52628,20224383,7,79.5,89.364225331285
52635,20224388,6,147.7,155.412121767905
52638,20224401,0,75.2,66.646090124205
52639,20224401,1,229.8,246.90542367591
52642,20224401,4,28.1,21.22325358675
52664,20225452,9,18.9,11.12407099563
52703,20225827,17,114.9,108.63951888468
52708,20225827,22,114.9,108.651793002245
52744,20226201,0,100.1,110.28908296814
52746,20226201,4,115.2,123.966605739135
52750,20226201,7,82.2,90.415933578075
52757,20226203,3,36,42.235866331865
52776,20226947,5,79,85.224851667435
52810,20226972,6,128.7,118.978674971185
52814,20226972,7,155.2,166.11234953333
52815,20226972,8,132.8,139.33447745668
52817,20226972,9,130,138.94325204012
52819,20226972,10,183.1,174.593958063935
52820,20226972,11,187.1,172.661606043505
52833,20226974,7,80.1,111.23989216975
52836,20226974,10,61.5,5.75286206021
52837,20226974,11,14.1,45.512572488745
52841,20226982,3,117.2,124.28872884027
52898,20226992,7,98,107.41771263069
52901,20226992,10,61.2,6.619216445911
52902,20226992,11,14.1,42.07842902861
52932,20226999,10,40.8,33.730965971865
52968,20227011,2,61.5,69.71316981653
52969,20227011,3,173.4,166.290855794295
52978,20227013,12,134.1,141.51772403773
53012,20227021,11,121.5,129.164452911425
53013,20227021,15,121.5,129.15024586196
53039,20227024,7,58.4,6.448481062183
53040,20227024,8,175.4,7.009208166435
53041,20227024,9,41.3,7.421818677111
53044,20227024,12,41.9,168.080364147315
53064,20227030,0,33,43.03136445531
53095,20227035,16,24.7,36.71647593801
53152,20227054,3,102,109.258926912035
53154,20227054,5,150.2,159.232948254635
53156,20227054,7,52,60.18207591082
53158,20227054,9,22.9,32.402268583805
53202,20227065,7,17.6,53.522835575535
53204,20227065,9,17.8,1.22727993383
53205,20227065,10,169.5,0.866291339387999
53206,20227065,11,23.4,1.073873461912
53224,20227067,6,21.4,7.623837306896
53247,20227070,7,20.9,14.51250061633
53291,20227331,2,139.6,132.201862099085
53305,20227343,6,76.6,7.39637253819
53306,20227343,7,55.4,7.609518153453
53337,20227362,4,126.5,115.922709637285
53340,20227362,7,138.2,145.369574081455
53341,20227362,8,156.6,141.118283660595
53387,20227370,11,28.2,3.027115437296
53389,20227370,12,65.8,2.45371086598299
53448,20227383,0,114.3,123.292205799225
53450,20227383,2,107.8,118.620502690115
53482,20227397,0,108.5,121.063921904905
53504,20227407,1,153.2,145.982893373325
53508,20227407,5,126.8,120.58445814711
53521,20227408,6,21.9,7.590182736065
53528,20227408,13,24,1.190068375838
53529,20227408,14,14.3,1.571030821261
53612,20227428,13,128.7,7.252633774966
53614,20227428,12,128.3,7.204204026697
53636,20227438,4,165.3,171.706544391715
53641,20227438,14,171.8,163.03415548258
53661,20227450,6,136.7,35.533424968615
53664,20227450,9,60.9,5.242023981011
53665,20227450,10,14.1,4.973334643157
53666,20227455,4,136.8,143.149795087495
53733,20227464,11,142.4,148.62550122041
53756,20229948,5,46.9,0.780285213930998
53757,20229948,6,53.1,1.530353480907
53758,20229948,7,33.3,1.178485366365
53760,20229948,9,19.5,1.121755981387
53761,20229948,10,45.1,0.877144710469
53762,20229948,11,129.8,1.627304182244
53763,20229948,12,122.5,2.17006394109299
53776,20229959,9,101.8,114.221536272095
53800,20229963,8,135.3,143.13404169251
53828,20229969,6,21.4,7.733100656098
53829,20229969,7,54.9,7.199552581948
53831,20229969,9,65.2,2.239926817127
53832,20229969,10,33.7,2.625267092902
53833,20229969,11,41.3,2.664941180467
53834,20229969,12,170.7,7.352138210675
53835,20229969,13,52.1,7.521505522418
53841,20229974,5,110,1.441793621078
53842,20229974,6,18,1.498066982061
